date,time,datetime_local,datetime_utc,julian_day,timezone_offset,Sun_Longitude,Sun_Latitude,Sun_Distance,Sun_Sign,Sun_Sign_VI,Sun_Degree,Sun_Degree_Decimal,Sun_Motion,Sun_Retrograde,Sun_Speed,Sun_Symbol,Sun_Name_VI,Moon_Longitude,Moon_Latitude,Moon_Distance,Moon_Sign,Moon_Sign_VI,Moon_Degree,Moon_Degree_Decimal,Moon_Motion,Moon_Retrograde,Moon_Speed,Moon_Symbol,Moon_Name_VI,Mercury_Longitude,Mercury_Latitude,Mercury_Distance,Mercury_Sign,Mercury_Sign_VI,Mercury_Degree,Mercury_Degree_Decimal,Mercury_Motion,Mercury_Retrograde,Mercury_Speed,Mercury_Symbol,Mercury_Name_VI,Venus_Longitude,Venus_Latitude,Venus_Distance,Venus_Sign,Venus_Sign_VI,Venus_Degree,Venus_Degree_Decimal,Venus_Motion,Venus_Retrograde,Venus_Speed,Venus_Symbol,Venus_Name_VI,Mars_Longitude,Mars_Latitude,Mars_Distance,Mars_Sign,Mars_Sign_VI,Mars_Degree,Mars_Degree_Decimal,Mars_Motion,Mars_Retrograde,Mars_Speed,Mars_Symbol,Mars_Name_VI,Jupiter_Longitude,Jupiter_Latitude,Jupiter_Distance,Jupiter_Sign,Jupiter_Sign_VI,Jupiter_Degree,Jupiter_Degree_Decimal,Jupiter_Motion,Jupiter_Retrograde,Jupiter_Speed,Jupiter_Symbol,Jupiter_Name_VI,Saturn_Longitude,Saturn_Latitude,Saturn_Distance,Saturn_Sign,Saturn_Sign_VI,Saturn_Degree,Saturn_Degree_Decimal,Saturn_Motion,Saturn_Retrograde,Saturn_Speed,Saturn_Symbol,Saturn_Name_VI,Uranus_Longitude,Uranus_Latitude,Uranus_Distance,Uranus_Sign,Uranus_Sign_VI,Uranus_Degree,Uranus_Degree_Decimal,Uranus_Motion,Uranus_Retrograde,Uranus_Speed,Uranus_Symbol,Uranus_Name_VI,Neptune_Longitude,Neptune_Latitude,Neptune_Distance,Neptune_Sign,Neptune_Sign_VI,Neptune_Degree,Neptune_Degree_Decimal,Neptune_Motion,Neptune_Retrograde,Neptune_Speed,Neptune_Symbol,Neptune_Name_VI,Pluto_Longitude,Pluto_Latitude,Pluto_Distance,Pluto_Sign,Pluto_Sign_VI,Pluto_Degree,Pluto_Degree_Decimal,Pluto_Motion,Pluto_Retrograde,Pluto_Speed,Pluto_Symbol,Pluto_Name_VI,Rahu_Longitude,Rahu_Latitude,Rahu_Distance,Rahu_Sign,Rahu_Sign_VI,Rahu_Degree,Rahu_Degree_Decimal,Rahu_Motion,Rahu_Retrograde,Rahu_Speed,Rahu_Symbol,Rahu_Name_VI,Ketu_Longitude,Ketu_Latitude,Ketu_Distance,Ketu_Sign,Ketu_Sign_VI,Ketu_Degree,Ketu_Degree_Decimal,Ketu_Motion,Ketu_Retrograde,Ketu_Speed,Ketu_Symbol,Ketu_Name_VI
2025-12-03,21:00:00,2025-12-03 21:00:00,2025-12-03 14:00:00,2461013.0833333335,7.0,227.437653,0.000173,0.985722,Scorpio,Thần Nông,"17°26'15.55""",17.437653,D,False,1.013771,☉,Mặt Trời,27.619126,4.633334,0.002391,Aries,Bạch Dương,"27°37'08.86""",27.619126,D,False,15.257948,☽,Mặt Trăng,207.685884,2.594282,0.906386,Libra,Thiên Bình,"27°41'09.18""",27.685884,D,False,0.588323,☿,Sao Thủy,219.225629,0.609474,1.685849,Scorpio,Thần Nông,"9°13'32.26""",9.225629,D,False,1.257427,♀,Sao Kim,236.993099,-0.684726,2.423735,Scorpio,Thần Nông,"26°59'35.16""",26.993099,D,False,0.74378,♂,Sao Hỏa,90.141153,0.166104,4.433931,Cancer,Cự Giải,"0°08'28.15""",0.141153,R,True,-0.070943,♃,Sao Mộc,330.963827,-2.358619,9.24877,Pisces,Song Ngư,"0°57'49.78""",0.963827,D,False,0.009711,♄,Sao Thổ,34.72558,-0.20446,18.532456,Taurus,Kim Ngưu,"4°43'32.09""",4.72558,R,True,-0.040557,♅,Sao Thiên Vương,335.165793,-1.350823,29.570883,Pisces,Song Ngư,"5°09'56.85""",5.165793,R,True,-0.003986,♆,Sao Hải Vương,277.738872,-3.762391,36.021825,Capricorn,Ma Kết,"7°44'19.94""",7.738872,D,False,0.022399,♇,Sao Diêm Vương,319.454762,0.0,0.00257,Aquarius,Bảo Bình,"19°27'17.14""",19.454762,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.454762,-0.0,0.00257,Leo,Sư Tử,"19°27'17.14""",19.454762,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,21:15:00,2025-12-03 21:15:00,2025-12-03 14:15:00,2461013.09375,7.0,227.448213,0.000173,0.98572,Scorpio,Thần Nông,"17°26'53.57""",17.448213,D,False,1.013774,☉,Mặt Trời,27.778074,4.638523,0.002391,Aries,Bạch Dương,"27°46'41.07""",27.778074,D,False,15.259863,☽,Mặt Trăng,207.692019,2.593974,0.906643,Libra,Thiên Bình,"27°41'31.27""",27.692019,D,False,0.589627,☿,Sao Thủy,219.238727,0.609085,1.685864,Scorpio,Thần Nông,"9°14'19.42""",9.238727,D,False,1.257428,♀,Sao Kim,237.000847,-0.684811,2.423734,Scorpio,Thần Nông,"27°00'03.05""",27.000847,D,False,0.743789,♂,Sao Hỏa,90.140414,0.166131,4.433823,Cancer,Cự Giải,"0°08'25.49""",0.140414,R,True,-0.070974,♃,Sao Mộc,330.963929,-2.358582,9.248938,Pisces,Song Ngư,"0°57'50.14""",0.963929,D,False,0.009729,♄,Sao Thổ,34.725158,-0.204458,18.532495,Taurus,Kim Ngưu,"4°43'30.57""",4.725158,R,True,-0.040555,♅,Sao Thiên Vương,335.165751,-1.350816,29.571055,Pisces,Song Ngư,"5°09'56.70""",5.165751,R,True,-0.00398,♆,Sao Hải Vương,277.739106,-3.762391,36.02197,Capricorn,Ma Kết,"7°44'20.78""",7.739106,D,False,0.022403,♇,Sao Diêm Vương,319.45421,-0.0,0.00257,Aquarius,Bảo Bình,"19°27'15.16""",19.45421,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.45421,0.0,0.00257,Leo,Sư Tử,"19°27'15.16""",19.45421,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,21:30:00,2025-12-03 21:30:00,2025-12-03 14:30:00,2461013.1041666665,7.0,227.458773,0.000173,0.985719,Scorpio,Thần Nông,"17°27'31.58""",17.458773,D,False,1.013777,☉,Mặt Trời,27.937041,4.643677,0.002391,Aries,Bạch Dương,"27°56'13.35""",27.937041,D,False,15.26176,☽,Mặt Trăng,207.698168,2.593663,0.9069,Libra,Thiên Bình,"27°41'53.40""",27.698168,D,False,0.590929,☿,Sao Thủy,219.251825,0.608696,1.685879,Scorpio,Thần Nông,"9°15'06.57""",9.251825,D,False,1.257429,♀,Sao Kim,237.008595,-0.684896,2.423733,Scorpio,Thần Nông,"27°00'30.94""",27.008595,D,False,0.743798,♂,Sao Hỏa,90.139674,0.166158,4.433715,Cancer,Cự Giải,"0°08'22.83""",0.139674,R,True,-0.071005,♃,Sao Mộc,330.96403,-2.358544,9.249106,Pisces,Song Ngư,"0°57'50.51""",0.96403,D,False,0.009748,♄,Sao Thổ,34.724735,-0.204456,18.532534,Taurus,Kim Ngưu,"4°43'29.05""",4.724735,R,True,-0.040553,♅,Sao Thiên Vương,335.16571,-1.35081,29.571228,Pisces,Song Ngư,"5°09'56.55""",5.16571,R,True,-0.003974,♆,Sao Hải Vương,277.739339,-3.76239,36.022115,Capricorn,Ma Kết,"7°44'21.62""",7.739339,D,False,0.022406,♇,Sao Diêm Vương,319.453658,0.0,0.00257,Aquarius,Bảo Bình,"19°27'13.17""",19.453658,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.453658,-0.0,0.00257,Leo,Sư Tử,"19°27'13.17""",19.453658,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,21:45:00,2025-12-03 21:45:00,2025-12-03 14:45:00,2461013.1145833335,7.0,227.469334,0.000173,0.985717,Scorpio,Thần Nông,"17°28'09.60""",17.469334,D,False,1.01378,☉,Mặt Trời,28.096028,4.648795,0.002391,Aries,Bạch Dương,"28°05'45.70""",28.096028,D,False,15.263636,☽,Mặt Trăng,207.70433,2.593351,0.907158,Libra,Thiên Bình,"27°42'15.59""",27.70433,D,False,0.592229,☿,Sao Thủy,219.264923,0.608307,1.685893,Scorpio,Thần Nông,"9°15'53.72""",9.264923,D,False,1.25743,♀,Sao Kim,237.016343,-0.684981,2.423732,Scorpio,Thần Nông,"27°00'58.83""",27.016343,D,False,0.743807,♂,Sao Hỏa,90.138935,0.166185,4.433607,Cancer,Cự Giải,"0°08'20.16""",0.138935,R,True,-0.071036,♃,Sao Mộc,330.964132,-2.358506,9.249274,Pisces,Song Ngư,"0°57'50.87""",0.964132,D,False,0.009767,♄,Sao Thổ,34.724313,-0.204454,18.532574,Taurus,Kim Ngưu,"4°43'27.53""",4.724313,R,True,-0.04055,♅,Sao Thiên Vương,335.165668,-1.350803,29.5714,Pisces,Song Ngư,"5°09'56.41""",5.165668,R,True,-0.003968,♆,Sao Hải Vương,277.739573,-3.76239,36.02226,Capricorn,Ma Kết,"7°44'22.46""",7.739573,D,False,0.02241,♇,Sao Diêm Vương,319.453106,0.0,0.00257,Aquarius,Bảo Bình,"19°27'11.18""",19.453106,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.453106,-0.0,0.00257,Leo,Sư Tử,"19°27'11.18""",19.453106,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,22:00:00,2025-12-03 22:00:00,2025-12-03 15:00:00,2461013.125,7.0,227.479894,0.000173,0.985716,Scorpio,Thần Nông,"17°28'47.62""",17.479894,D,False,1.013783,☉,Mặt Trời,28.255035,4.653878,0.002391,Aries,Bạch Dương,"28°15'18.12""",28.255035,D,False,15.265495,☽,Mặt Trăng,207.710506,2.593037,0.907415,Libra,Thiên Bình,"27°42'37.82""",27.710506,D,False,0.593528,☿,Sao Thủy,219.278021,0.607918,1.685908,Scorpio,Thần Nông,"9°16'40.88""",9.278021,D,False,1.257431,♀,Sao Kim,237.024091,-0.685066,2.423731,Scorpio,Thần Nông,"27°01'26.73""",27.024091,D,False,0.743816,♂,Sao Hỏa,90.138194,0.166212,4.433499,Cancer,Cự Giải,"0°08'17.50""",0.138194,R,True,-0.071067,♃,Sao Mộc,330.964234,-2.358469,9.249442,Pisces,Song Ngư,"0°57'51.24""",0.964234,D,False,0.009785,♄,Sao Thổ,34.723891,-0.204452,18.532613,Taurus,Kim Ngưu,"4°43'26.01""",4.723891,R,True,-0.040548,♅,Sao Thiên Vương,335.165627,-1.350796,29.571572,Pisces,Song Ngư,"5°09'56.26""",5.165627,R,True,-0.003962,♆,Sao Hải Vương,277.739806,-3.76239,36.022405,Capricorn,Ma Kết,"7°44'23.30""",7.739806,D,False,0.022414,♇,Sao Diêm Vương,319.452554,0.0,0.00257,Aquarius,Bảo Bình,"19°27'09.20""",19.452554,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.452554,-0.0,0.00257,Leo,Sư Tử,"19°27'09.20""",19.452554,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,22:15:00,2025-12-03 22:15:00,2025-12-03 15:15:00,2461013.1354166665,7.0,227.490454,0.000174,0.985714,Scorpio,Thần Nông,"17°29'25.64""",17.490454,D,False,1.013786,☉,Mặt Trời,28.41406,4.658925,0.002391,Aries,Bạch Dương,"28°24'50.62""",28.41406,D,False,15.26733,☽,Mặt Trăng,207.716696,2.59272,0.907672,Libra,Thiên Bình,"27°43'00.10""",27.716696,D,False,0.594826,☿,Sao Thủy,219.29112,0.607529,1.685923,Scorpio,Thần Nông,"9°17'28.03""",9.29112,D,False,1.257432,♀,Sao Kim,237.031839,-0.685151,2.42373,Scorpio,Thần Nông,"27°01'54.62""",27.031839,D,False,0.743825,♂,Sao Hỏa,90.137454,0.166239,4.433391,Cancer,Cự Giải,"0°08'14.83""",0.137454,R,True,-0.071097,♃,Sao Mộc,330.964336,-2.358431,9.24961,Pisces,Song Ngư,"0°57'51.61""",0.964336,D,False,0.009804,♄,Sao Thổ,34.723468,-0.20445,18.532653,Taurus,Kim Ngưu,"4°43'24.49""",4.723468,R,True,-0.040546,♅,Sao Thiên Vương,335.165586,-1.35079,29.571744,Pisces,Song Ngư,"5°09'56.11""",5.165586,R,True,-0.003957,♆,Sao Hải Vương,277.740039,-3.762389,36.02255,Capricorn,Ma Kết,"7°44'24.14""",7.740039,D,False,0.022418,♇,Sao Diêm Vương,319.452002,0.0,0.00257,Aquarius,Bảo Bình,"19°27'07.21""",19.452002,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.452002,-0.0,0.00257,Leo,Sư Tử,"19°27'07.21""",19.452002,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,22:30:00,2025-12-03 22:30:00,2025-12-03 15:30:00,2461013.1458333335,7.0,227.501015,0.000174,0.985712,Scorpio,Thần Nông,"17°30'03.65""",17.501015,D,False,1.013789,☉,Mặt Trời,28.573105,4.663937,0.002391,Aries,Bạch Dương,"28°34'23.18""",28.573105,D,False,15.269149,☽,Mặt Trăng,207.722899,2.592402,0.907929,Libra,Thiên Bình,"27°43'22.43""",27.722899,D,False,0.596122,☿,Sao Thủy,219.304218,0.60714,1.685938,Scorpio,Thần Nông,"9°18'15.18""",9.304218,D,False,1.257433,♀,Sao Kim,237.039587,-0.685236,2.423729,Scorpio,Thần Nông,"27°02'22.51""",27.039587,D,False,0.743834,♂,Sao Hỏa,90.136713,0.166266,4.433283,Cancer,Cự Giải,"0°08'12.17""",0.136713,R,True,-0.071128,♃,Sao Mộc,330.964438,-2.358394,9.249777,Pisces,Song Ngư,"0°57'51.98""",0.964438,D,False,0.009823,♄,Sao Thổ,34.723046,-0.204448,18.532692,Taurus,Kim Ngưu,"4°43'22.97""",4.723046,R,True,-0.040544,♅,Sao Thiên Vương,335.165544,-1.350783,29.571917,Pisces,Song Ngư,"5°09'55.96""",5.165544,R,True,-0.003951,♆,Sao Hải Vương,277.740273,-3.762389,36.022695,Capricorn,Ma Kết,"7°44'24.98""",7.740273,D,False,0.022421,♇,Sao Diêm Vương,319.45145,0.0,0.00257,Aquarius,Bảo Bình,"19°27'05.22""",19.45145,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.45145,-0.0,0.00257,Leo,Sư Tử,"19°27'05.22""",19.45145,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,22:45:00,2025-12-03 22:45:00,2025-12-03 15:45:00,2461013.15625,7.0,227.511575,0.000174,0.985711,Scorpio,Thần Nông,"17°30'41.67""",17.511575,D,False,1.013792,☉,Mặt Trời,28.732169,4.668912,0.002391,Aries,Bạch Dương,"28°43'55.81""",28.732169,D,False,15.270948,☽,Mặt Trăng,207.729115,2.592082,0.908186,Libra,Thiên Bình,"27°43'44.81""",27.729115,D,False,0.597416,☿,Sao Thủy,219.317316,0.606751,1.685953,Scorpio,Thần Nông,"9°19'02.34""",9.317316,D,False,1.257434,♀,Sao Kim,237.047336,-0.685321,2.423728,Scorpio,Thần Nông,"27°02'50.41""",27.047336,D,False,0.743843,♂,Sao Hỏa,90.135972,0.166294,4.433175,Cancer,Cự Giải,"0°08'09.50""",0.135972,R,True,-0.071159,♃,Sao Mộc,330.96454,-2.358356,9.249945,Pisces,Song Ngư,"0°57'52.35""",0.96454,D,False,0.009841,♄,Sao Thổ,34.722624,-0.204446,18.532732,Taurus,Kim Ngưu,"4°43'21.45""",4.722624,R,True,-0.040541,♅,Sao Thiên Vương,335.165503,-1.350777,29.572089,Pisces,Song Ngư,"5°09'55.81""",5.165503,R,True,-0.003945,♆,Sao Hải Vương,277.740507,-3.762389,36.022839,Capricorn,Ma Kết,"7°44'25.82""",7.740507,D,False,0.022425,♇,Sao Diêm Vương,319.450898,-0.0,0.00257,Aquarius,Bảo Bình,"19°27'03.23""",19.450898,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.450898,0.0,0.00257,Leo,Sư Tử,"19°27'03.23""",19.450898,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,23:00:00,2025-12-03 23:00:00,2025-12-03 16:00:00,2461013.1666666665,7.0,227.522135,0.000174,0.985709,Scorpio,Thần Nông,"17°31'19.69""",17.522135,D,False,1.013795,☉,Mặt Trời,28.891251,4.673852,0.00239,Aries,Bạch Dương,"28°53'28.50""",28.891251,D,False,15.272726,☽,Mặt Trăng,207.735345,2.591759,0.908444,Libra,Thiên Bình,"27°44'07.24""",27.735345,D,False,0.598709,☿,Sao Thủy,219.330414,0.606361,1.685968,Scorpio,Thần Nông,"9°19'49.49""",9.330414,D,False,1.257435,♀,Sao Kim,237.055084,-0.685406,2.423727,Scorpio,Thần Nông,"27°03'18.30""",27.055084,D,False,0.743852,♂,Sao Hỏa,90.135231,0.166321,4.433067,Cancer,Cự Giải,"0°08'06.83""",0.135231,R,True,-0.07119,♃,Sao Mộc,330.964643,-2.358319,9.250113,Pisces,Song Ngư,"0°57'52.71""",0.964643,D,False,0.00986,♄,Sao Thổ,34.722201,-0.204444,18.532771,Taurus,Kim Ngưu,"4°43'19.92""",4.722201,R,True,-0.040539,♅,Sao Thiên Vương,335.165462,-1.35077,29.572261,Pisces,Song Ngư,"5°09'55.66""",5.165462,R,True,-0.003939,♆,Sao Hải Vương,277.74074,-3.762388,36.022984,Capricorn,Ma Kết,"7°44'26.66""",7.74074,D,False,0.022429,♇,Sao Diêm Vương,319.450346,0.0,0.00257,Aquarius,Bảo Bình,"19°27'01.25""",19.450346,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.450346,-0.0,0.00257,Leo,Sư Tử,"19°27'01.25""",19.450346,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,23:15:00,2025-12-03 23:15:00,2025-12-03 16:15:00,2461013.1770833335,7.0,227.532696,0.000174,0.985708,Scorpio,Thần Nông,"17°31'57.70""",17.532696,D,False,1.013798,☉,Mặt Trời,29.050351,4.678756,0.00239,Aries,Bạch Dương,"29°03'01.26""",29.050351,D,False,15.274485,☽,Mặt Trăng,207.741588,2.591435,0.908701,Libra,Thiên Bình,"27°44'29.72""",27.741588,D,False,0.600001,☿,Sao Thủy,219.343513,0.605972,1.685983,Scorpio,Thần Nông,"9°20'36.65""",9.343513,D,False,1.257436,♀,Sao Kim,237.062832,-0.685491,2.423726,Scorpio,Thần Nông,"27°03'46.20""",27.062832,D,False,0.743861,♂,Sao Hỏa,90.134489,0.166348,4.432959,Cancer,Cự Giải,"0°08'04.16""",0.134489,R,True,-0.071221,♃,Sao Mộc,330.964746,-2.358281,9.250281,Pisces,Song Ngư,"0°57'53.08""",0.964746,D,False,0.009879,♄,Sao Thổ,34.721779,-0.204442,18.532811,Taurus,Kim Ngưu,"4°43'18.40""",4.721779,R,True,-0.040537,♅,Sao Thiên Vương,335.165421,-1.350763,29.572433,Pisces,Song Ngư,"5°09'55.52""",5.165421,R,True,-0.003933,♆,Sao Hải Vương,277.740974,-3.762388,36.023129,Capricorn,Ma Kết,"7°44'27.51""",7.740974,D,False,0.022432,♇,Sao Diêm Vương,319.449794,0.0,0.00257,Aquarius,Bảo Bình,"19°26'59.26""",19.449794,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.449794,-0.0,0.00257,Leo,Sư Tử,"19°26'59.26""",19.449794,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,23:30:00,2025-12-03 23:30:00,2025-12-03 16:30:00,2461013.1875,7.0,227.543256,0.000174,0.985706,Scorpio,Thần Nông,"17°32'35.72""",17.543256,D,False,1.0138,☉,Mặt Trời,29.20947,4.683625,0.00239,Aries,Bạch Dương,"29°12'34.09""",29.20947,D,False,15.276225,☽,Mặt Trăng,207.747845,2.591109,0.908958,Libra,Thiên Bình,"27°44'52.24""",27.747845,D,False,0.60129,☿,Sao Thủy,219.356611,0.605583,1.685997,Scorpio,Thần Nông,"9°21'23.80""",9.356611,D,False,1.257437,♀,Sao Kim,237.070581,-0.685576,2.423725,Scorpio,Thần Nông,"27°04'14.09""",27.070581,D,False,0.74387,♂,Sao Hỏa,90.133747,0.166375,4.432851,Cancer,Cự Giải,"0°08'01.49""",0.133747,R,True,-0.071252,♃,Sao Mộc,330.964849,-2.358244,9.250449,Pisces,Song Ngư,"0°57'53.46""",0.964849,D,False,0.009897,♄,Sao Thổ,34.721357,-0.204439,18.53285,Taurus,Kim Ngưu,"4°43'16.88""",4.721357,R,True,-0.040534,♅,Sao Thiên Vương,335.16538,-1.350757,29.572606,Pisces,Song Ngư,"5°09'55.37""",5.16538,R,True,-0.003927,♆,Sao Hải Vương,277.741208,-3.762388,36.023274,Capricorn,Ma Kết,"7°44'28.35""",7.741208,D,False,0.022436,♇,Sao Diêm Vương,319.449242,0.0,0.00257,Aquarius,Bảo Bình,"19°26'57.27""",19.449242,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.449242,-0.0,0.00257,Leo,Sư Tử,"19°26'57.27""",19.449242,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-03,23:45:00,2025-12-03 23:45:00,2025-12-03 16:45:00,2461013.1979166665,7.0,227.553817,0.000174,0.985704,Scorpio,Thần Nông,"17°33'13.74""",17.553817,D,False,1.013803,☉,Mặt Trời,29.368607,4.688457,0.00239,Aries,Bạch Dương,"29°22'06.99""",29.368607,D,False,15.277944,☽,Mặt Trăng,207.754115,2.59078,0.909215,Libra,Thiên Bình,"27°45'14.82""",27.754115,D,False,0.602579,☿,Sao Thủy,219.369709,0.605194,1.686012,Scorpio,Thần Nông,"9°22'10.95""",9.369709,D,False,1.257438,♀,Sao Kim,237.07833,-0.685661,2.423724,Scorpio,Thần Nông,"27°04'41.99""",27.07833,D,False,0.743879,♂,Sao Hỏa,90.133005,0.166402,4.432743,Cancer,Cự Giải,"0°07'58.82""",0.133005,R,True,-0.071282,♃,Sao Mộc,330.964952,-2.358206,9.250617,Pisces,Song Ngư,"0°57'53.83""",0.964952,D,False,0.009916,♄,Sao Thổ,34.720935,-0.204437,18.53289,Taurus,Kim Ngưu,"4°43'15.36""",4.720935,R,True,-0.040532,♅,Sao Thiên Vương,335.165339,-1.35075,29.572778,Pisces,Song Ngư,"5°09'55.22""",5.165339,R,True,-0.003921,♆,Sao Hải Vương,277.741441,-3.762387,36.023419,Capricorn,Ma Kết,"7°44'29.19""",7.741441,D,False,0.02244,♇,Sao Diêm Vương,319.44869,0.0,0.00257,Aquarius,Bảo Bình,"19°26'55.29""",19.44869,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.44869,-0.0,0.00257,Leo,Sư Tử,"19°26'55.29""",19.44869,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-04,00:00:00,2025-12-04 00:00:00,2025-12-03 17:00:00,2461013.2083333335,7.0,227.564377,0.000174,0.985703,Scorpio,Thần Nông,"17°33'51.76""",17.564377,D,False,1.013806,☉,Mặt Trời,29.527762,4.693253,0.00239,Aries,Bạch Dương,"29°31'39.94""",29.527762,D,False,15.279643,☽,Mặt Trăng,207.760399,2.59045,0.909472,Libra,Thiên Bình,"27°45'37.44""",27.760399,D,False,0.603865,☿,Sao Thủy,219.382808,0.604804,1.686027,Scorpio,Thần Nông,"9°22'58.11""",9.382808,D,False,1.257439,♀,Sao Kim,237.086079,-0.685746,2.423723,Scorpio,Thần Nông,"27°05'09.88""",27.086079,D,False,0.743888,♂,Sao Hỏa,90.132262,0.166429,4.432635,Cancer,Cự Giải,"0°07'56.14""",0.132262,R,True,-0.071313,♃,Sao Mộc,330.965055,-2.358169,9.250785,Pisces,Song Ngư,"0°57'54.20""",0.965055,D,False,0.009934,♄,Sao Thổ,34.720512,-0.204435,18.53293,Taurus,Kim Ngưu,"4°43'13.84""",4.720512,R,True,-0.040529,♅,Sao Thiên Vương,335.165299,-1.350744,29.57295,Pisces,Song Ngư,"5°09'55.08""",5.165299,R,True,-0.003916,♆,Sao Hải Vương,277.741675,-3.762387,36.023563,Capricorn,Ma Kết,"7°44'30.03""",7.741675,D,False,0.022443,♇,Sao Diêm Vương,319.448138,0.0,0.00257,Aquarius,Bảo Bình,"19°26'53.30""",19.448138,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.448138,-0.0,0.00257,Leo,Sư Tử,"19°26'53.30""",19.448138,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
2025-12-04,00:15:00,2025-12-04 00:15:00,2025-12-03 17:15:00,2461013.21875,7.0,227.574938,0.000175,0.985701,Scorpio,Thần Nông,"17°34'29.78""",17.574938,D,False,1.013809,☉,Mặt Trời,29.686934,4.698013,0.00239,Aries,Bạch Dương,"29°41'12.96""",29.686934,D,False,15.281324,☽,Mặt Trăng,207.766696,2.590118,0.90973,Libra,Thiên Bình,"27°46'00.11""",27.766696,D,False,0.60515,☿,Sao Thủy,219.395906,0.604415,1.686042,Scorpio,Thần Nông,"9°23'45.26""",9.395906,D,False,1.25744,♀,Sao Kim,237.093827,-0.685831,2.423722,Scorpio,Thần Nông,"27°05'37.78""",27.093827,D,False,0.743897,♂,Sao Hỏa,90.131519,0.166456,4.432527,Cancer,Cự Giải,"0°07'53.47""",0.131519,R,True,-0.071344,♃,Sao Mộc,330.965159,-2.358131,9.250953,Pisces,Song Ngư,"0°57'54.57""",0.965159,D,False,0.009953,♄,Sao Thổ,34.72009,-0.204433,18.532969,Taurus,Kim Ngưu,"4°43'12.32""",4.72009,R,True,-0.040527,♅,Sao Thiên Vương,335.165258,-1.350737,29.573123,Pisces,Song Ngư,"5°09'54.93""",5.165258,R,True,-0.00391,♆,Sao Hải Vương,277.741909,-3.762387,36.023708,Capricorn,Ma Kết,"7°44'30.87""",7.741909,D,False,0.022447,♇,Sao Diêm Vương,319.447586,0.0,0.00257,Aquarius,Bảo Bình,"19°26'51.31""",19.447586,R,True,-0.052992,☊,Rahu (Bắc Giao Điểm),139.447586,-0.0,0.00257,Leo,Sư Tử,"19°26'51.31""",19.447586,R,True,0.052992,☋,Ketu (Nam Giao Điểm)
